N° de la ligne,N° de station,Nom de station
3710,34,KIOSQUE TOTAL
3710,35,STEG
3710,36,SOCIÉTÉ DE CHAUSSETTES
3710,37,LYCÉE EZZAHRA (SECTION)
3710,38,LYCÉE HAMMAM LIF
3710,39,BOU KARNINE
3710,40,CHALET VERT
3710,41,LE THEATRE
3710,42,OUED TRABELSIA
3710,43,ECHAABIA (SECTION)
3710,44,SALLE DE SPORT GHLALA
3710,45,TAHAR SFAR
3710,46,FOYER HAMMAM CHATT
3710,47,KIOSQUE TOTAL H-CHATT
3710,48,INSTITUT SUPÉRIEUR DE L'ANIMATION POUR LA JEUNESSE ET LA CULTURE BIR EL BEY
3710,49,BIR EL BEY
3710,50,SOCIÉTÉ THALJA
3710,51,Z.I BORJ CEDRIA
3710,52,HENKEL
3710,53,SNA
3710,54,BORJ CEDRIA VILLAGE
3710,55,TERMINUS BORJ CEDRIA
3710 RETOUR,1,TERMINUS BORJ CEDRIA
3710 RETOUR,2,BORJ CEDRIA VILLAGE
3710 RETOUR,3,SNA
3710 RETOUR,4,HENKEL
3710 RETOUR,5,Z.I BORJ CEDRIA
3710 RETOUR,6,SOCIÉTÉ THALJA
3710 RETOUR,7,BIR EL BEY
3710 RETOUR,8,INSTITUT SUPÉRIEUR DE L'ANIMATION POUR LA JEUNESSE ET LA CULTURE BIR EL BEY
3710 RETOUR,9,KIOSQUE TOTAL H-CHATT
3710 RETOUR,10,FOYER HAMMAM CHATT
3710 RETOUR,11,TAHAR SFAR
3710 RETOUR,12,SALLE DE SPORT GHLALA
3710 RETOUR,13,ECHAABIA (SECTION)
3710 RETOUR,14,OUED TRABELSIA
3710 RETOUR,15,CHALET VERT
3710 RETOUR,16,BOU KARNINE
3710 RETOUR,17,LYCÉE HAMMAM LIF
3710 RETOUR,18,LYCÉE EZZAHRA (SECTION)
3710 RETOUR,19,SOCIÉTÉ DE CHAUSSETTES
3710 RETOUR,20,STEG
3710 RETOUR,21,KIOSQUE TOTAL
3710 RETOUR,22,CITÉ 18 JANVIER
3710 RETOUR,23,BORJ LOUZIR (BEN AROUS)
3710 RETOUR,24,ELOULIJA
3710 RETOUR,25,NOUBOU
3710 RETOUR,26,BIR ETTARRAZ
3710 RETOUR,27,AVENUE DE LA RÉPUBLIQUE 1
3710 RETOUR,28,AVENUE DE LA RÉPUBLIQUE 2
3710 RETOUR,29,PTT RADES
3710 RETOUR,30,CENTRE RADES
3710 RETOUR,31,MONGIL
3710 RETOUR,32,LYCÉE TECHNIQUE RADES
3710 RETOUR,33,STADE MUNICIPALE
3710 RETOUR,34,USINE DE CARTON
3710 RETOUR,35,CHOUCHET RADES
3710 RETOUR,36,SIPHAT
3710 RETOUR,37,CITÉ RTT BEN AROUS
3710 RETOUR,38,CAFÉ MHEDHBI
3710 RETOUR,39,USINE LOUKIL
3710 RETOUR,40,BATA
3710 RETOUR,41,MOSQUÉE 3710
3710 RETOUR,42,MUNICIPALITÉ BEN AROUS
3710 RETOUR,43,CENTRE DES HANDICAPÉS
3710 RETOUR,44,CELLULOSE (SILOS)
3710 RETOUR,45,INSTITUT ENNOUR
3710 RETOUR,46,DÉLÉGATION MOUROUJ 1
3710 RETOUR,47,MIAMI MOUROUJ
3710 RETOUR,48,MEUBLATEX
3710 RETOUR,49,JARDIN D'ENFANTS MOUROUJ 3
3710 RETOUR,50,FOYER UNIVERSITAIRE MOUROUJ 3
3710 RETOUR,51,CROISEMENT MOUROUJ 3
3710 RETOUR,52,MOUROUJ 4 L(3710-54)
3710 RETOUR,53,CROISEMENT MARCHÉ DE GROS
3710 RETOUR,54,MARCHÉ DE GROS
410B,1,MARCHÉ DE GROS
410B,2,CROISEMENT MARCHÉ DE GROS
410B,3,DEPOT BIR EL KASSAA
410B,4,IMPRIMERIE BOUSLAMA
410B,5,COLLÉGE MOUROUJ 3
410B,6,INSTITUT ENNOUR
410B,7,CELLULOSE (SILOS)
410B,8,CENTRE DES HANDICAPÉS
410B,9,ARRÉT JARDIN D'ENFANTS
410B,10,CENTRE BEN AROUS
410B,11,BNA BEN AROUS
410B,12,JARDIN D'ENFANTS BEN AROUS
410B,13,SNTRI
410B,14,AV DE FRANCE
410B,15,CNSS
410B,16,SOFOMECA
410B,17,STOA
410B,18,GARE DJEBEL JELLOUD
410B,19,DJEBEL JELLOUD GP1
410B,20,EL AFRANE
410B,21,CENTRE DE COORDINATION OUARDIA
410B,22,DUBOSVILLE
410B,23,BAB ALIOUA GP1
410B,24,CIMETIERE JALLEZ
410B,25,HOPITAL HABIB THAMEUR
410B,26,ARRET ESSAYDA ALLER
410B,27,GORJANI ALLER
410B,28,MOSQUÉE AL HAWA ALLER
410B,29,FACULTE 9 AVRIL ALLER
410B,30,TRIBUNAL TAAKIB
410B,31,CHARLE NICOLE-ALLER
410B,32,BAB SAADOUN ALLER
410B,33,IMMEUBLE CHEFIA
410B,34,BOUCHOUCHA-ALLER
410B,35,20 MARS ALLER
410B,36,BARDO-ALLER
410B,37,MUNICIPALITE BARDO
410B,38,LYCEE SAOUEB-ALLER
410B,39,SAIDIA
410B,40,LYCEE KHAZNADAR
410B,41,KHAZNADAR-ALLER
410B,42,L'ARTISANAT-ALLER
410B,43,DENDEN-ALLER
410B,44,LYCEE IBN ABI DHIEF MANNOUBA
410B,45,RABATTEMENT SLIMEN KAHIA
410B,46,ONAS MANOUBA-ALLER
410B,47,POSTE POLICE MANOUBA-ALLER
410B,48,CASERNE MANNOUBA RETOUR
410B,49,HOPITAL KASSAB ALLER
410B,50,BOUDRIA RETOUR
410B  RETOUR,1,BOUDRIA RETOUR
410B  RETOUR,2,IBN JAZZAR MANNOUBA RETOUR
410B  RETOUR,3,GOUVERNORAT MANOUBA-RETOUR
410B  RETOUR,4,DAR MOCENNINE-RETOUR
410B  RETOUR,5,POSTE POLICE ATTAR-RETOUR
410B  RETOUR,6,ONAS MANOUBA-RETOUR
410B  RETOUR,7,RABATTEMENT SLIMEN KAHIA
410B  RETOUR,8,LYCEE IBN ABI DHIEF MANNOUBA
410B  RETOUR,9,DENDEN-RETOUR
410B  RETOUR,10,L'ARTISANAT-RETOUR
410B  RETOUR,11,KHAZNADAR-RETOUR
410B  RETOUR,12,LYCEE KHAZNADAR
410B  RETOUR,13,SAIDIA
410B  RETOUR,14,LYCEE SAOUEB-RETOUR
410B  RETOUR,15,MUNICIPALITE BARDO
410B  RETOUR,16,BARDO-RETOUR
410B  RETOUR,17,20 MARS RETOUR
410B  RETOUR,18,BOUCHOUCHA-RETOUR
410B  RETOUR,19,IMMEUBLE CHEFIA
410B  RETOUR,20,BAB SAADOUN RETOUR
410B  RETOUR,21,HOPITAL DES ENFANTS
410B  RETOUR,22,CHARLE NICOLE-RETOUR
410B  RETOUR,23,TELECOM
410B  RETOUR,24,FACULTE 9 AVRIL RETOUR
410B  RETOUR,25,MOSQUÉE AL HAWA RETOUR
410B  RETOUR,26,GORJANI RETOUR
410B  RETOUR,27,ESSAYDA RETOUR
410B  RETOUR,28,TAHA HUSSEIN RETOUR
410B  RETOUR,29,CIMETIERE JALLEZ
410B  RETOUR,30,DUBOSVILLE
410B  RETOUR,31,CENTRE DE COORDINATION OUARDIA
410B  RETOUR,32,EL AFRANE
410B  RETOUR,33,DJEBEL JELLOUD GP1
410B  RETOUR,34,GARE DJEBEL JELLOUD
410B  RETOUR,35,STOA
410B  RETOUR,36,SOFOMECA
410B  RETOUR,37,CNSS
410B  RETOUR,38,AV DE FRANCE
410B  RETOUR,39,SNTRI
410B  RETOUR,40,JARDIN D'ENFANTS BEN AROUS
410B  RETOUR,41,BEN YEDDER BEN AROUS
410B  RETOUR,42,CENTRE BEN AROUS
410B  RETOUR,43,MUNICIPALITÉ BEN AROUS
410B  RETOUR,44,CENTRE DES HANDICAPÉS
410B  RETOUR,45,CELLULOSE (SILOS)
410B  RETOUR,46,INSTITUT ENNOUR
410B  RETOUR,47,COLLÉGE MOUROUJ 3
410B  RETOUR,48,IMPRIMERIE BOUSLAMA
410B  RETOUR,49,DEPOT BIR EL KASSAA
410B  RETOUR,50,CROISEMENT MARCHÉ DE GROS
410B  RETOUR,51,MARCHÉ DE GROS
24H,1,RABATTEMENT MOUROUJ 2
24H,2,LE SOUK DES VOITURES
24H,3,FERAILLE 1
24H,4,FERAILLE 2
24H,5,FERME LOUKIL
24H,6,ZONE INDUSTRIELLE
24H,7,AMEN BANQUE
24H,8,CITÉ EL HIDHAB
24H,9,MGHIRA
24H,10,CITÉ EL OUIFAK (GN)
24H,11,FOUCHANA CENTRE
24H,12,GARDE NATIONAL FOUCHANA
24H,13,CITÉ ZITOUN
24H,14,DISPENSAIRE
24H,15,TERMINUS CITÉ ENNASSIM
24H,16,CITÉ AYARI
24H,17,E.P CITÉ HACHED
24H,18,RUE MONGI SLIM
24H,19,TAIEB MHIRI 2
24H,20,TAIEB MHIRI 1
24H,21,TERMINUS TAIEB MHIRI
24H Retour,1,TERMINUS TAIEB MHIRI
24H Retour,2,TAIEB MHIRI 1
24H Retour,3,TAIEB MHIRI 2
24H Retour,4,RUE MONGI SLIM
24H Retour,5,E.P CITÉ HACHED
24H Retour,6,CITÉ AYARI
24H Retour,7,E.P CITE LEKSAR
24H Retour,8,CITÉ ENNASSIM 24H (SECTION)
24H Retour,9,DISPENSAIRE
24H Retour,10,CITÉ ZITOUN
24H Retour,11,GARDE NATIONAL FOUCHANA
24H Retour,12,CITÉ EL OUIFAK (GN)
24H Retour,13,MGHIRA
24H Retour,14,CITÉ EL HIDHAB
24H Retour,15,AMEN BANQUE
24H Retour,16,ZONE INDUSTRIELLE
24H Retour,17,FERME LOUKIL
24H Retour,18,FERAILLE 2
24H Retour,19,FERAILLE 1
24H Retour,20,CROISEMENT MOUROUJ 2 L24
24H Retour,21,LE SOUK DES VOITURES
24H Retour,22,RABATTEMENT MOUROUJ 2
104,1,TERMINUS TUNIS MARINE BUS
104,2,RUE DE LA TURQUIE ALLER
104,3,MONCEF BEY ALLER
104,4,HOPITAL MILITAIRE
104,5,HOPITAL HABIB THAMEUR
104,6,ARRET ESSAYDA ALLER
104,7,GOUVERNORAT MANOUBA-ALLER
104,8,GORJANI ALLER
104,9,MOSQUÉE AL HAWA ALLER
104,10,UNIVERSITÉ IBN CHARAF ALLER
104,11,LA RABTA-ALLER
104,12,CITE ERRAOUDHA ALLER
104,13,CASERNE BOUCHOUCHA ALLER
104,14,BOUCHOUCHA-ALLER
104,15,CNAM-BARDO ALLER
104,16,CHEBBI ALLER
104,17,SAINT CLEMENT ALLER
104,18,BORTAL ALLER
104,19,CHAMP DE COURSE KSAR SAID ALLER
104,20,HOPITAL KASSAB ALLER
104,21,BOUDRIA ALLER
104,22,IBN JAZZAR MANNOUBA ALLER
104,23,DAR MOCENNINE-ALLER
104,24,HEDI CHAKER MANNOUBA ALLER
104,25,MUNICIPALITE MANNOUBA-ALLER
104,26,SIDI AMOR MANNOUBA ALLER
104,27,PALAIS EL WARDA ALLER
104,28,FACULTE DES LETTRES MANNOUBA ALLER
104,29,RESTAURANT UNIVERSITAIRE MANNOUBA ALLER
104,30,RABATTEMENT KHAIREDDINE MANNOUBA
104 RETOUR,1,TERMINUS TUNIS MARINE BUS
104 RETOUR,2,RUE DE LA TURQUIE ALLER
104 RETOUR,3,MONCEF BEY ALLER
104 RETOUR,4,CIMETIERE JALLEZ
104 RETOUR,5,HOPITAL HABIB THAMEUR
104 RETOUR,6,ESSAYDA RETOUR
104 RETOUR,7,GORJANI ALLER
104 RETOUR,8,MOSQUÉE AL HAWA ALLER
104 RETOUR,9,UNIVERSITÉ IBN CHARAF ALLER
104 RETOUR,10,RABTA
104 RETOUR,11,CITE ERRAOUDHA ALLER
104 RETOUR,12,CASERNE BOUCHOUCHA ALLER
104 RETOUR,13,CNAM-BARDO ALLER
104 RETOUR,14,CHEBBI ALLER
104 RETOUR,15,SAINT CLEMENT ALLER
104 RETOUR,16,BORTAL ALLER
104 RETOUR,17,CHAMP DE COURSE KSAR SAID ALLER
104 RETOUR,18,HOPITAL KASSAB ALLER
104 RETOUR,19,BOUDRIA ALLER
104 RETOUR,20,IBN JAZZAR MANNOUBA ALLER
104 RETOUR,21,ERRAZI 104/410/460
104 RETOUR,22,GOUVERNORAT MANOUBA-ALLER
104 RETOUR,23,DAR MOCENNINE-ALLER
104 RETOUR,24,SIDI AMOR MANNOUBA ALLER
104 RETOUR,25,PALAIS EL WARDA ALLER
104 RETOUR,26,FACULTE DES LETTRES MANNOUBA ALLER
104 RETOUR,27,RESTAURANT UNIVERSITAIRE MANNOUBA RETOUR
104 RETOUR,28,RABATTEMENT KHAIREDDINE MANNOUBA
44B ,1,INTILAKA
44B ,2,LYCEE CITE ERRAFEHA
44B ,3,CITÉ ERRAFEHA
44B ,4,MNIHLA
44B ,5,KIOSQUE
44B ,6,BORJ JEBBES
44B ,7,CAFÉ MARAYA
44B ,8,SANHEJI
44B ,9,BEN ARFA
44B ,10,SIDI MAROUEN
44B ,11,GEANT
44B ,12,KIOSQUE AGILE
44B ,13,SABALET BEN AMAR
44B ,14,MTHALITH
44B ,15,FRECHICH
44B ,16,SANAD
44B ,17,MAKFOUFINE 1
44B ,18,MAKFOUFINE 2
44B ,19,MREZGEYA
44B ,20,LYCÉE SIDI THABET
44B ,21,MÉDECINE VÉTÉRINAIRE
44B ,22,SIDI THABET CENTRE
44B ,23,INPFCA
44B ,24,MBARKA 1
44B ,25,CITÉ MONJI SLIM
44B ,26,CITÉ MONJI SLIM TERMINUS 44B 44D/
44B Retour,1,CITÉ MONJI SLIM TERMINUS 44B 44D/
44B Retour,2,CITÉ MONJI SLIM
44B Retour,3,MBARKA 1
44B Retour,4,INPFCA
44B Retour,5,SIDI THABET CENTRE
44B Retour,6,MÉDECINE VÉTÉRINAIRE
44B Retour,7,LYCÉE SIDI THABET
44B Retour,8,MREZGEYA
44B Retour,9,MAKFOUFINE 2
44B Retour,10,MAKFOUFINE 1
44B Retour,11,SANAD
44B Retour,12,FRECHICH
44B Retour,13,MTHALITH
44B Retour,14,SABALET BEN AMAR
44B Retour,15,KIOSQUE AGILE
44B Retour,16,GEANT
44B Retour,17,SIDI MAROUEN
44B Retour,18,BEN ARFA
44B Retour,19,SANHEJI
44B Retour,20,CAFÉ MARAYA
44B Retour,21,BORJ JEBBES
44B Retour,22,KIOSQUE
44B Retour,23,MNIHLA
44B Retour,24,CITÉ ERRAFEHA
44B Retour,25,LYCEE CITE ERRAFEHA
44B Retour,26,INTILAKA
14C,1,ALI BALAHOUAN
14C,2,SIDI ALOUI
14C,3,BAB SADOUN
14C,4,GARE ROUTIÉRE NORD RETOUR
14C,5,FOYER BARDO 1 ALLER
14C,6,FOYER BARDO 2 ALLER
14C,7,CENTER DE FORMATION RAS TABIA ALLER
14C,8,RÉSIDENCE YESMINE ALLER
14C,9,ETTAHRIR SUPÉRIEUR
14C,10,OMRANE SUPÉRIEUR ALLER
14C,11,NOGRA
14C,12,INTILAKA
14C,13,LYCEE CITE ERRAFEHA
14C,14,CITÉ ERRAFEHA
14C,15,BIR MNIHLA
14C,16,ROUTE ELBASATINE
14C,17,CAFÉ SIRINE
14C,18,USINE LAZREG
14C,19,TERMINUS CITÉ ELBASATINE
14C Retour,1,TERMINUS CITÉ ELBASATINE
14C Retour,2,USINE LAZREG
14C Retour,3,CAFÉ SIRINE
14C Retour,4,ROUTE ELBASATINE
14C Retour,5,BIR MNIHLA
14C Retour,6,CITÉ ERRAFEHA
14C Retour,7,LYCEE CITE ERRAFEHA
14C Retour,8,INTILAKA
14C Retour,9,NOGRA
14C Retour,10,OMRANE SUPÉRIEUR RETOUR
14C Retour,11,ETTAHRIR SUPÉRIEUR
14C Retour,12,RÉSIDENCE YESMINE RETOUR
14C Retour,13,CENTER DE FORMATION RAS TABIA ALLER
14C Retour,14,FOYER BARDO 2 RETOUR
14C Retour,15,FOYER BARDO 1 RETOUR
14C Retour,16,GARE ROUTIÉRE NORD RETOUR
14C Retour,17,BAB ABDESLEM-RETOUR
14C Retour,18,BAB LAASSAL
14C Retour,19,ALI BALAHOUAN
3A,1,ALI BALAHOUAN
3A,2,SIDI ALOUI
3A,3,MEFTEH SAADALLAH ALLER
3A,4,TRIBUNAL MILITAIRE M.SAADALLAH
3A,5,FOYER BARDO 1 ALLER
3A,6,CAFÉ EL HAJ ALLER
3A,7,TOUTA BARDO
3A,8,CHEBBI ALLER
3A,9,SAINT CLEMENT ALLER
3A,10,BORTAL ALLER
3A,11,BORTAL 3A
3A,12,RUE HASEN ENNOURI
3A,13,USINE MY MODE
3A,14,ARRÉT ETTADHAMEN
3A,15,TERMINUS KSAR SAID 2
3A Retour,1,TERMINUS KSAR SAID 2
3A Retour,2,ARRÉT ETTADHAMEN
3A Retour,3,USINE MY MODE
3A Retour,4,RUE HASEN ENNOURI
3A Retour,5,BORTAL 3A
3A Retour,6,BORTAL ALLER
3A Retour,7,SAINT CLEMENT ALLER
3A Retour,8,CHEBBI ALLER
3A Retour,9,RELAIS BARDO
3A Retour,10,TOUTA BARDO
3A Retour,11,CAFÉ EL HAJ ALLER
3A Retour,12,FOYER BARDO 1 ALLER
3A Retour,13,TRIBUNAL MILITAIRE M.SAADALLAH
3A Retour,14,MEFTEH SAADALLAH ALLER
3A Retour,15,SIDI ALOUI
3A Retour,16,ALI BALAHOUAN
3D,1,ALI BALAHOUAN
3D,2,SIDI ALOUI
3D,3,IMMEUBLE CHEFIA
3D,4,BOUCHOUCHA-ALLER
3D,5,20 MARS-ALLER
3D,6,CHAMBRE DES DÉPUTÉS
3D,7,FATOUMA BOURGUIBA
3D,8,PARC STADE TUNISIEN
3D,9,BORTAL ALLER
3D,10,CITE ETAHRIR AOUINA
3D,11,CITE KSAR SAID 2
3D,12,CROISEMENT KSAR SAID 2
3D,13,SONED
3D,14,NOGRA
3D,15,INTILAKA
3D,16,MOSQUÉE AVENUE CHEBBI
3D,17,LYCEE CHEBI-ALLER
3D,18,MEUBLATEX ETTADHAMEN
3D,19,TERMINUS 3D
3D Retour,1,TERMINUS 3D
3D Retour,2,MEUBLATEX ETTADHAMEN
3D Retour,3,INTILAKA
3D Retour,4,NOGRA
3D Retour,5,SONED
3D Retour,6,CROISEMENT KSAR SAID 2
3D Retour,7,CITE KSAR SAID 2
3D Retour,8,BORTAL RETOUR
3D Retour,9,PARC STADE TUNISIEN
3D Retour,10,CHAMBRE DES DÉPUTÉS
3D Retour,11,RELAIS BARDO
3D Retour,12,20 MARS RETOUR
3D Retour,13,BOUCHOUCHA-RETOUR
3D Retour,14,IMMEUBLE CHEFIA
3D Retour,15,BAB SAADOUN RETOUR
3D Retour,16,BAB ABDESLEM-RETOUR
3D Retour,17,BAB LAASSAL
3D Retour,18,ALI BALAHOUAN
14CG,1,KASBAH
14CG,2,TELECOM
14CG,3,CHARLE NICOLE-ALLER
14CG,4,BAB SAADOUN ALLER
14CG,5,GARE ROUTIÉRE NORD ALLER
14CG,6,FOYER BARDO 1 ALLER
14CG,7,FOYER BARDO 2 ALLER
14CG,8,CENTER DE FORMATION RAS TABIA ALLER
14CG,9,RÉSIDENCE YESMINE RETOUR
14CG,10,ETTAHRIR SUPÉRIEUR
14CG,11,OMRANE SUPÉRIEUR ALLER
14CG,12,NOGRA
14CG,13,INTILAKA
14CG Retour,1,INTILAKA
14CG Retour,2,NOGRA
14CG Retour,3,OMRANE SUPÉRIEUR RETOUR
14CG Retour,4,ETTAHRIR SUPÉRIEUR
14CG Retour,5,RÉSIDENCE YESMINE RETOUR
14CG Retour,6,CENTER DE FORMATION RAS TABIA ALLER
14CG Retour,7,FOYER BARDO 1 ALLER
14CG Retour,8,FOYER BARDO 2 RETOUR
14CG Retour,9,GARE ROUTIÉRE NORD RETOUR
14CG Retour,10,HOPITAL DES ENFANTS
14CG Retour,11,TELECOM
14CG Retour,12,KASBAH
31A,1,ALI BALAHOUAN
31A,2,SIDI ALOUI
31A,3,IMMEUBLE CHEFIA
31A,4,BOUCHOUCHA-ALLER
31A,5,20 MARS ALLER
31A,6,CHEBBI ALLER
31A,7,BORTAL ALLER
31A,8,CHAMP DE COURSE KSAR SAID ALLER
31A,9,INEPS
31A,10,BOUDREYA
31A,11,GAALOUL
31A,12,INOPLAST
31A,13,SECTION MANOUBA
31A,14,CASERNE OUED ELIL 1
31A,15,CASERNE OUED ELIL 2
31A,16,CITE MILITAIRE
31A,17,MOEZEYA
31A,18,GARDE NATIONAL OUED ELLIL
31A,19,MOSQUÉE OUED ELLIL
31A,20,CHOCO TOM
31A,21,CITE EL BOSTANE
31A,22,ECOLE PRIMAIRE
31A,23,BEJAWA
31A,24,BEJAWA 2
31A,25,BEJAWA 3
31A,26,GOUEZINE 1
31A,27,ECOLE PRIMAIRE GOUEZINE
31A,28,FERME ELGOUEZINE
31A,29,GOUEZINE 2
31A,30,FERME 2
31A,31,GARDE NATIONAL MBARKA
31A,32,MBARKA 2
31A,33,MBARKA 1
31A,34,INPFCA
31A,35,SIDI THABET CENTRE
31A,36,MÉDECINE VÉTÉRINAIRE
31A,37,LYCÉE SIDI THABET
31A,38,CHORFECH 1
31A,39,CHORFECH 2
31A,40,SONED
31A,41,CHORFECH 3
31A,42,CANAL CHORFECH
31A,43,OUED ELMELAH
31A,44,ARRÉT EL KAABI
31A,45,PONT BIZERTE 2
31A,46,FERME BZAZEYA
31A,47,DAR AMMAR
31A,48,HADJ HMEYDI
31A,49,TERMINUS BECH HAMBA
31A Retour,1,TERMINUS BECH HAMBA
31A Retour,2,HADJ HMEYDI
31A Retour,3,DAR AMMAR
31A Retour,4,FERME BZAZEYA
31A Retour,5,PONT BIZERTE 2
31A Retour,6,ARRÉT EL KAABI
31A Retour,7,OUED ELMELAH
31A Retour,8,CANAL CHORFECH
31A Retour,9,CHORFECH 3
31A Retour,10,SONED
31A Retour,11,CHORFECH 2
31A Retour,12,CHORFECH 1
31A Retour,13,LYCÉE SIDI THABET
31A Retour,14,MÉDECINE VÉTÉRINAIRE
31A Retour,15,SIDI THABET CENTRE
31A Retour,16,INPFCA
31A Retour,17,MBARKA 1
31A Retour,18,MBARKA 2
31A Retour,19,GARDE NATIONAL MBARKA
31A Retour,20,FERME 2
31A Retour,21,GOUEZINE 2
31A Retour,22,FERME ELGOUEZINE
31A Retour,23,ECOLE PRIMAIRE GOUEZINE
31A Retour,24,GOUEZINE 1
31A Retour,25,BEJAWA 3
31A Retour,26,BEJAWA 2
31A Retour,27,BEJAWA
31A Retour,28,ECOLE PRIMAIRE
31A Retour,29,CITE EL BOSTANE
31A Retour,30,CHOCO TOM
31A Retour,31,MOSQUÉE OUED ELLIL
31A Retour,32,GARDE NATIONAL OUED ELLIL
31A Retour,33,MOEZEYA
31A Retour,34,CITE MILITAIRE
31A Retour,35,CASERNE OUED ELIL 2
31A Retour,36,CASERNE OUED ELIL 1
31A Retour,37,SECTION MANOUBA
31A Retour,38,INOPLAST
31A Retour,39,GAALOUL
31A Retour,40,BOUDREYA
31A Retour,41,INEPS
31A Retour,42,CHAMP DE COURSE KSAR SAID ALLER
31A Retour,43,BORTAL RETOUR
31A Retour,44,CHEBBI RETOUR
31A Retour,45,RELAIS BARDO
31A Retour,46,20 MARS RETOUR
31A Retour,47,BOUCHOUCHA-RETOUR
31A Retour,48,IMMEUBLE CHEFIA
31A Retour,49,BAB SAADOUN RETOUR
31A Retour,50,BAB ABDESLEM-RETOUR
31A Retour,51,BAB LAASSAL
31A Retour,52,ALI BALAHOUAN
44,1,INTILAKA
44,2,LYCEE CITE ERRAFEHA
44,3,CITÉ ERRAFEHA
44,4,MNIHLA
44,5,KIOSQUE
44,6,BORJ JEBBES
44,7,CAFÉ MARAYA
44,8,SANHEJI
44,9,BEN ARFA
44,10,SIDI MAROUEN
44,11,GEANT
44,12,KIOSQUE AGILE
44,13,SABALET BEN AMAR
44,14,PÉAGE
44,15,BORJ YOUSSEF 1
44,16,BORJ YOUSSEF
44,17,ESSALAT
44,18,ARRÉT USINE
44,19,OUED ELMELAH
44,20,ARRÉT EL KAABI
44,21,PONT BIZERTE GLASSE RETOUR
44,22,PONT BIZERTE
44,23,TOBYAS
44,24,METHALI
44,25,OUED MAJERDA
44,26,GESSIR 1
44,27,GESSIR 2
44,28,HUILERIE ENTRÉE GALAAT
44,29,RÉSERVOIR D'EAU
44,30,EJJBAL
44,31,EL FAJJA
44,32,EJJBAL 2
44,33,EJJBAL 3
44,34,MUNICIPALE
44,35,BEN NICHA
44,36,KAMBOUZA
44,37,ERRMILA
44,38,ROUTE LYCÉE
44,39,ECOLE PRIMAIRE
44,40,LYCÉE KALAATE AL ANDALOUSS
44 Retour,1,LYCÉE KALAATE AL ANDALOUSS
44 Retour,2,ECOLE PRIMAIRE
44 Retour,3,ROUTE LYCÉE
44 Retour,4,ERRMILA
44 Retour,5,KAMBOUZA
44 Retour,6,BEN NICHA
44 Retour,7,MUNICIPALE
44 Retour,8,EJJBAL 3
44 Retour,9,EJJBAL 2
44 Retour,10,EL FAJJA
44 Retour,11,EJJBAL
44 Retour,12,RÉSERVOIR D'EAU
44 Retour,13,HUILERIE ENTRÉE GALAAT
44 Retour,14,GESSIR 2
44 Retour,15,GESSIR 1
44 Retour,16,OUED MAJERDA
44 Retour,17,METHALI
44 Retour,18,TOBYAS
44 Retour,19,PONT BIZERTE
44 Retour,20,PONT BIZERTE GLASSE RETOUR
44 Retour,21,ARRÉT EL KAABI
44 Retour,22,OUED ELMELAH
44 Retour,23,ARRÉT USINE
44 Retour,24,ESSALAT
44 Retour,25,BORJ YOUSSEF
44 Retour,26,BORJ YOUSSEF 1
44 Retour,27,PÉAGE
44 Retour,28,SABALET BEN AMAR
44 Retour,29,KIOSQUE AGILE
44 Retour,30,GEANT
44 Retour,31,SIDI MAROUEN
44 Retour,32,BEN ARFA
44 Retour,33,SANHEJI
44 Retour,34,CAFÉ MARAYA
44 Retour,35,BORJ JEBBES
44 Retour,36,KIOSQUE
44 Retour,37,MNIHLA
44 Retour,38,CITÉ ERRAFEHA
44 Retour,39,LYCEE CITE ERRAFEHA
44 Retour,40,INTILAKA
31,1,ALI BALAHOUAN
31,2,SIDI ALOUI
31,3,IMMEUBLE CHEFIA
31,4,BOUCHOUCHA-ALLER
31,5,20 MARS ALLER
31,6,CHEBBI ALLER
31,7,BORTAL ALLER
31,8,CHAMP DE COURSE KSAR SAID ALLER
31,9,INEPS
31,10,BOUDREYA
31,11,GAALOUL
31,12,INOPLAST
31,13,SECTION MANOUBA
31,14,CASERNE OUED ELIL 1
31,15,CASERNE OUED ELIL 2
31,16,CITE MILITAIRE
31,17,MOEZEYA
31,18,GARDE NATIONAL OUED ELLIL
31,19,MOSQUÉE OUED ELLIL
31,20,CHOCO TOM
31,21,CITE EL BOSTANE
31,22,ECOLE PRIMAIRE
31,23,BEJAWA
31,24,BEJAWA 2
31,25,BEJAWA 3
31,26,GOUEZINE 1
31,27,ECOLE PRIMAIRE GOUEZINE
31,28,FERME ELGOUEZINE
31,29,GOUEZINE 2
31,30,FERME 2
31,31,GARDE NATIONAL MBARKA
31,32,MBARKA 1
31,33,INPFCA
31,34,SIDI THABET CENTRE
31,35,MÉDECINE VÉTÉRINAIRE
31,36,LYCÉE SIDI THABET
31,37,CHORFECH 1
31,38,CHORFECH 2
31,39,SONED
31,40,CHORFECH 3
31,41,CANAL CHORFECH
31,42,OUED ELMELAH
31,43,ARRÉT EL KAABI
31,44,TERMINUS 31
31 Retour,1,TERMINUS 31
31 Retour,2,PONT BIZERTE GLASSE RETOUR
31 Retour,3,ARRÉT EL KAABI
31 Retour,4,OUED ELMELAH
31 Retour,5,CANAL CHORFECH
31 Retour,6,CHORFECH 3
31 Retour,7,SONED
31 Retour,8,CHORFECH 2
31 Retour,9,CHORFECH 1
31 Retour,10,LYCÉE SIDI THABET
