N° de la ligne,N° de station,Nom de station
54D,24,DJEBEL JELLOUD
54D Retour,1,DJEBEL JELLOUD
54D Retour,2,PROTECTION CIVILE
54D Retour,3,SIDI FATHALLAH1
54D Retour,4,SIDI FATHALLAH2
54D Retour,5,SONED
54D Retour,6,KIOSQUE MOBIL BEN AROUS
54D Retour,7,CENTRE BEN AROUS
54D Retour,8,MUNICIPALITÉ BEN AROUS
54D Retour,9,CENTRE DES HANDICAPÉS
54D Retour,10,CELLULOSE (SILOS)
54D Retour,11,INSTITUT ENNOUR
54D Retour,12,DÉLÉGATION MOUROUJ 1
54D Retour,13,MIAMI MOUROUJ
54D Retour,14,MEUBLATEX
54D Retour,15,JARDIN D'ENFANTS MOUROUJ 3
54D Retour,16,FOYER UNIVERSITAIRE MOUROUJ 3 (81)
54D Retour,17,CENTRE CHALLAKH EL MOUROUJ 4
54D Retour,18,14-Jan
54D Retour,19,CITÉ EL FAOUEZ
54D Retour,20,JARDIN D'ENFANTS MOUROUJ 5
54D Retour,21,CITÉ AFH
54D Retour,22,MOUROUJ 5
59A,1,STATION BARCELONE
59A,2,CIMETIERE JALLEZ
59A,3,MONOPOLES
59A,4,LYCÉE OUARDIA
59A,5,LA CAGNA (SECTION)
59A,6,HAMMAM LACAGNA
59A,7,PONT MOUROUJ 2
59A,8,CROISEMENT MOUROUJ 2
59A,9,LES ROSES MOUROUJ 1
59A,10,BATAM
59A,11,IMMEUBLE OASIS
59A,12,COMPLEXE COMMERCIAL MOUROUJ 1
59A,13,MOSQUÉE MOUROUJ 1
59A,14,MOUROUJ 1
59A Retour,1,MOUROUJ 1
59A Retour,2,MOSQUÉE MOUROUJ 1
59A Retour,3,COMPLEXE COMMERCIAL MOUROUJ 1
59A Retour,4,IMMEUBLE OASIS
59A Retour,5,BATAM
59A Retour,6,CROISEMENT MOUROUJ 2
59A Retour,7,PONT MOUROUJ 2
59A Retour,8,HAMMAM LACAGNA
59A Retour,9,LA CAGNA (SECTION)
59A Retour,10,LYCÉE OUARDIA
59A Retour,11,MONOPOLES
59A Retour,12,CIMETIERE JALLEZ
59A Retour,13,AVENUE DE LA GARE
59A Retour,14,STATION BARCELONE
60,1,STATION BARCELONE
60,2,CIMETIERE JALLEZ
60,3,MONOPOLES
60,4,LYCÉE OUARDIA
60,5,LA CAGNA (SECTION)
60,6,HAMMAM LACAGNA
60,7,CITÉ MED ALI
60,8,E.P. KABARIA
60,9,PONT MÉTRO KABARIA
60,10,IMMEUBLE MILITAIRE IBN SINA
60,11,MOSQUÉE IBN SINA
60,12,IBN SINA(SECTION)
60,13,"ECOLE PRIMAIRE 6,1"
60,14,RUE 10800 (1)
60,15,RUE 10800 (2)
60,16,IBN SINA
60 Retour,1,IBN SINA
60 Retour,2,RUE 10800 (2)
60 Retour,3,RUE 10800 (1)
60 Retour,4,"ECOLE PRIMAIRE 6,1"
60 Retour,5,IBN SINA(SECTION)
60 Retour,6,MOSQUÉE IBN SINA
60 Retour,7,IMMEUBLE MILITAIRE IBN SINA
60 Retour,8,PONT MÉTRO KABARIA
60 Retour,9,E.P. KABARIA
60 Retour,10,CITÉ MED ALI
60 Retour,11,HAMMAM LACAGNA
60 Retour,12,LA CAGNA (SECTION)
60 Retour,13,LYCÉE OUARDIA
60 Retour,14,MONOPOLES
60 Retour,15,CIMETIERE JALLEZ
60 Retour,16,AVENUE DE LA GARE
60 Retour,17,STATION BARCELONE
60A,1,HOPITAL DES ENFANTS
60A,2,CHARLE NICOLE-ALLER
60A,3,TELECOM
60A,4,TRIBUNAL TAAKIB
60A,5,FACULTE 9 AVRIL ALLER
60A,6,MOSQUÉE AL HAWA RETOUR
60A,7,GORJANI ALLER
60A,8,ARRET ESSAYDA ALLER
60A,9,SALLE DES FÉTES KERMESS
60A,10,RUE DU SAHEL
60A,11,POSTE POLICE RUE DU SAHEL
60A,12,13 AOUT
60A,13,LYCÉE 2 MARS EL OUARDIA L(G)
60A,14,LA CAGNA (SECTION)
60A,15,HAMMAM LACAGNA
60A,16,CITÉ MED ALI
60A,17,E.P. KABARIA
60A,18,PONT MÉTRO KABARIA
60A,19,IMMEUBLE MILITAIRE IBN SINA
60A,20,MOSQUÉE IBN SINA
60A,21,IBN SINA(SECTION)
60A,22,"ECOLE PRIMAIRE 6,1"
60A,23,RUE 10800 (1)
60A,24,RUE 10800 (2)
60A,25,IBN SINA
60A Retour,1,IBN SINA
60A Retour,2,RUE 10800 (2)
60A Retour,3,RUE 10800 (1)
60A Retour,4,"ECOLE PRIMAIRE 6,1"
60A Retour,5,IBN SINA(SECTION)
60A Retour,6,MOSQUÉE IBN SINA
60A Retour,7,IMMEUBLE MILITAIRE IBN SINA
60A Retour,8,PONT MÉTRO KABARIA
60A Retour,9,E.P. KABARIA
60A Retour,10,CITÉ MED ALI
60A Retour,11,HAMMAM LACAGNA
60A Retour,12,LA CAGNA (SECTION)
60A Retour,13,LYCÉE 2 MARS EL OUARDIA L(G)
60A Retour,14,13 AOUT
60A Retour,15,POSTE POLICE RUE DU SAHEL
60A Retour,16,RUE DU SAHEL
60A Retour,17,SALLE DES FÉTES KERMESS
60A Retour,18,ARRET ESSAYDA ALLER
60A Retour,19,GORJANI ALLER
60A Retour,20,MOSQUÉE AL HAWA RETOUR
60A Retour,21,FACULTE 9 AVRIL ALLER
60A Retour,22,TRIBUNAL TAAKIB
60A Retour,23,TELECOM
60A Retour,24,CHARLE NICOLE-ALLER
60A Retour,25,HOPITAL DES ENFANTS
60G,1,HOPITAL DES ENFANTS
60G,2,CHARLE NICOLE-ALLER
60G,3,TELECOM
60G,4,TRIBUNAL TAAKIB
60G,5,KASBAH
60G,6,FACULTE 9 AVRIL ALLER
60G,7,MOSQUÉE AL HAWA RETOUR
60G,8,GORJANI ALLER
60G,9,ARRET ESSAYDA ALLER
60G,10,SALLE DES FÉTES KERMESS
60G,11,RUE DU SAHEL
60G,12,POSTE POLICE RUE DU SAHEL
60G,13,13 AOUT
60G,14,LYCÉE 2 MARS EL OUARDIA L(G)
60G,15,LA CAGNA (SECTION)
60G,16,HAMMAM LACAGNA
60G,17,CITÉ MED ALI
60G,18,E.P. KABARIA
60G,19,PONT MÉTRO KABARIA
60G,20,IMMEUBLE MILITAIRE IBN SINA
60G,21,MOSQUÉE IBN SINA
60G,22,IBN SINA(SECTION)
60G,23,"ECOLE PRIMAIRE 6,1"
60G,24,RUE 10800 (1)
60G,25,RUE 10800 (2)
60G,26,IBN SINA
60G Retour,1,IBN SINA
60G Retour,2,RUE 10800 (2)
60G Retour,3,RUE 10800 (1)
60G Retour,4,"ECOLE PRIMAIRE 6,1"
60G Retour,5,IBN SINA(SECTION)
60G Retour,6,MOSQUÉE IBN SINA
60G Retour,7,IMMEUBLE MILITAIRE IBN SINA
60G Retour,8,PONT MÉTRO KABARIA
60G Retour,9,E.P. KABARIA
60G Retour,10,CITÉ MED ALI
60G Retour,11,HAMMAM LACAGNA
60G Retour,12,LA CAGNA (SECTION)
60G Retour,13,LYCÉE 2 MARS EL OUARDIA L(G)
60G Retour,14,13 AOUT
60G Retour,15,POSTE POLICE RUE DU SAHEL
60G Retour,16,RUE DU SAHEL
60G Retour,17,SALLE DES FÉTES KERMESS
60G Retour,18,ARRET ESSAYDA ALLER
60G Retour,19,GORJANI ALLER
60G Retour,20,MOSQUÉE AL HAWA RETOUR
60G Retour,21,FACULTE 9 AVRIL ALLER
60G Retour,22,KASBAH
60G Retour,23,TRIBUNAL TAAKIB
60G Retour,24,TELECOM
60G Retour,25,CHARLE NICOLE-ALLER
60G Retour,26,HOPITAL DES ENFANTS
69,1,AVENUE CARTHAGE
69,2,CIMETIERE JALLEZ
69,3,MONOPOLES
69,4,LYCÉE 2 MARS EL OUARDIA L(G)
69,5,13 AOUT L( 69)
69,6,RUE DES MARTYRS
69,7,CITÉ DES MARTYRS 69
69,8,CITÉ HELLAL PTT
69,9,CITÉ HELLAL
69,10,MARCHÉ CITÉ HELLAL
69,11,PLANNING FAMILIAL CITÉ HELLAL
69,12,CITÉ HELLAL (TERMINUS 69)
69 Retour,1,CITÉ HELLAL (TERMINUS 69)
69 Retour,2,PLANNING FAMILIAL CITÉ HELLAL
69 Retour,3,MARCHÉ CITÉ HELLAL
69 Retour,4,CITÉ HELLAL
69 Retour,5,CITÉ HELLAL PTT
69 Retour,6,CITÉ DES MARTYRS 69
69 Retour,7,RUE DES MARTYRS
69 Retour,8,13 AOUT L( 69)
69 Retour,9,LYCÉE 2 MARS EL OUARDIA L(G)
69 Retour,10,MONOPOLES
69 Retour,11,CIMETIERE JALLEZ
69 Retour,12,MONCEF BEY RETOUR
69 Retour,13,AVENUE CARTHAGE
74,1,TERMINUS TUNIS MARINE BUS
74,2,RUE DE LA TURQUIE ALLER
74,3,MONCEF BEY ALLER
74,4,CIMETIERE JALLEZ
74,5,MONOPOLES
74,6,LYCÉE OUARDIA
74,7,LA CAGNA (SECTION)
74,8,HAMMAM LACAGNA
74,9,PONT MOUROUJ 2
74,10,CROISEMENT MOUROUJ 2
74,11,LES ROSES MOUROUJ 1
74,12,BATAM
74,13,IMMEUBLE OASIS
74,14,MEUBLATEX
74,15,JARDIN D'ENFANTS MOUROUJ 3
74,16,FOYER UNIVERSITAIRE MOUROUJ 3
74,17,CENTRE CHALLAKH EL MOUROUJ 4
74,18,14-Jan
74,19,CITÉ EL FAOUEZ
74,20,JARDIN D'ENFANTS MOUROUJ 5
74,21,CITÉ AFH
74,22,MOUROUJ 5
74 Retour,1,MOUROUJ 5
74 Retour,2,AV EL BORHENE
74 Retour,3,CITÉ AFH
74 Retour,4,JARDIN D'ENFANTS MOUROUJ 5
74 Retour,5,CITÉ EL FAOUEZ
74 Retour,6,14-Jan
74 Retour,7,CENTRE CHALLAKH EL MOUROUJ 4
74 Retour,8,FOYER UNIVERSITAIRE MOUROUJ 3
74 Retour,9,JARDIN D'ENFANTS MOUROUJ 3
74 Retour,10,MOUROUJ 3
74 Retour,11,MEUBLATEX
74 Retour,12,IMMEUBLE OASIS
74 Retour,13,BATAM
74 Retour,14,LES ROSES MOUROUJ 1
74 Retour,15,CROISEMENT MOUROUJ 2
74 Retour,16,PONT MOUROUJ 2
74 Retour,17,HAMMAM LACAGNA
74 Retour,18,LA CAGNA (SECTION)
74 Retour,19,LYCÉE OUARDIA
74 Retour,20,MONOPOLES
74 Retour,21,CIMETIERE JALLEZ
74 Retour,22,MONCEF BEY RETOUR
74 Retour,23,ALI DERGHOUTH
74 Retour,24,TERMINUS TUNIS MARINE BUS
74B,1,HOPITAL DES ENFANTS
74B,2,CHARLE NICOLE-ALLER
74B,3,TRIBUNAL TAAKIB
74B,4,FACULTE 9 AVRIL ALLER
74B,5,MOSQUÉE AL HAWA ALLER
74B,6,GORJANI ALLER
74B,7,ARRET ESSAYDA ALLER
74B,8,SALLE DES FÉTES KERMESS
74B,9,RUE DU SAHEL
74B,10,POSTE POLICE RUE DU SAHEL
74B,11,13 AOUT
74B,12,LYCÉE 2 MARS EL OUARDIA L(G)
74B,13,LA CAGNA (SECTION)
74B,14,HAMMAM LACAGNA
74B,15,PONT MOUROUJ 2
74B,16,CROISEMENT MOUROUJ 2
74B,17,LES ROSES MOUROUJ 1
74B,18,BATAM
74B,19,IMMEUBLE OASIS
74B,20,MEUBLATEX
74B,21,JARDIN D'ENFANTS MOUROUJ 3
74B,22,FOYER UNIVERSITAIRE MOUROUJ 3
74B,23,CENTRE CHALLAKH EL MOUROUJ 4
74B,24,14-Jan
74B,25,CITÉ EL FAOUEZ
74B,26,JARDIN D'ENFANTS MOUROUJ 5
74B,27,CITÉ AFH
74B,28,MOUROUJ 5
74B Retour,1,MOUROUJ 5
74B Retour,2,AV EL BORHENE
74B Retour,3,CITÉ AFH
74B Retour,4,JARDIN D'ENFANTS MOUROUJ 5
74B Retour,5,CITÉ EL FAOUEZ
74B Retour,6,14-Jan
74B Retour,7,CENTRE CHALLAKH EL MOUROUJ 4
74B Retour,8,FOYER UNIVERSITAIRE MOUROUJ 3
74B Retour,9,JARDIN D'ENFANTS MOUROUJ 3
74B Retour,10,MOUROUJ 3
74B Retour,11,MEUBLATEX
74B Retour,12,IMMEUBLE OASIS
74B Retour,13,BATAM
74B Retour,14,LES ROSES MOUROUJ 1
74B Retour,15,CROISEMENT MOUROUJ 2
74B Retour,16,PONT MOUROUJ 2
74B Retour,17,HAMMAM LACAGNA
74B Retour,18,LA CAGNA (SECTION)
74B Retour,19,LYCÉE 2 MARS EL OUARDIA L(G)
74B Retour,20,13 AOUT
74B Retour,21,POSTE POLICE RUE DU SAHEL
74B Retour,22,RUE DU SAHEL
74B Retour,23,SALLE DES FÉTES KERMESS
74B Retour,24,ARRET ESSAYDA ALLER
74B Retour,25,GORJANI ALLER
74B Retour,26,MOSQUÉE AL HAWA ALLER
74B Retour,27,FACULTE 9 AVRIL ALLER
74B Retour,28,TELECOM
74B Retour,29,CHARLE NICOLE-ALLER
74B Retour,30,HOPITAL DES ENFANTS
74G,1,HOPITAL DES ENFANTS
74G,2,CHARLE NICOLE-ALLER
74G,3,TRIBUNAL TAAKIB
74G,4,FACULTE 9 AVRIL ALLER
74G,5,KASBAH
74G,6,MOSQUÉE AL HAWA ALLER
74G,7,GORJANI ALLER
74G,8,ARRET ESSAYDA ALLER
74G,9,SALLE DES FÉTES KERMESS
74G,10,RUE DU SAHEL
74G,11,POSTE POLICE RUE DU SAHEL
74G,12,13 AOUT
74G,13,LYCÉE 2 MARS EL OUARDIA L(G)
74G,14,LA CAGNA (SECTION)
74G,15,HAMMAM LACAGNA
74G,16,PONT MOUROUJ 2
74G,17,CROISEMENT MOUROUJ 2
74G,18,LES ROSES MOUROUJ 1
74G,19,BATAM
74G,20,IMMEUBLE OASIS
74G,21,MEUBLATEX
74G,22,JARDIN D'ENFANTS MOUROUJ 3
74G,23,FOYER UNIVERSITAIRE MOUROUJ 3
74G,24,CENTRE CHALLAKH EL MOUROUJ 4
74G,25,14-Jan
74G,26,CITÉ EL FAOUEZ
74G,27,JARDIN D'ENFANTS MOUROUJ 5
74G,28,CITÉ AFH
74G,29,MOUROUJ 5
74G Retour,1,MOUROUJ 5
74G Retour,2,AV EL BORHENE
74G Retour,3,CITÉ AFH
74G Retour,4,JARDIN D'ENFANTS MOUROUJ 5
74G Retour,5,CITÉ EL FAOUEZ
74G Retour,6,14-Jan
74G Retour,7,CENTRE CHALLAKH EL MOUROUJ 4
74G Retour,8,FOYER UNIVERSITAIRE MOUROUJ 3
74G Retour,9,JARDIN D'ENFANTS MOUROUJ 3
74G Retour,10,MOUROUJ 3
74G Retour,11,MEUBLATEX
74G Retour,12,IMMEUBLE OASIS
74G Retour,13,BATAM
74G Retour,14,LES ROSES MOUROUJ 1
74G Retour,15,CROISEMENT MOUROUJ 2
74G Retour,16,PONT MOUROUJ 2
74G Retour,17,HAMMAM LACAGNA
74G Retour,18,LA CAGNA (SECTION)
74G Retour,19,LYCÉE 2 MARS EL OUARDIA L(G)
74G Retour,20,13 AOUT
74G Retour,21,POSTE POLICE RUE DU SAHEL
74G Retour,22,RUE DU SAHEL
74G Retour,23,SALLE DES FÉTES KERMESS
74G Retour,24,ARRET ESSAYDA ALLER
74G Retour,25,GORJANI ALLER
74G Retour,26,MOSQUÉE AL HAWA ALLER
74G Retour,27,FACULTE 9 AVRIL ALLER
74G Retour,28,TELECOM
74G Retour,29,CHARLE NICOLE-ALLER
74G Retour,30,HOPITAL DES ENFANTS
75,1,STATION BARCELONE
75,2,DUBOSVILLE
75,3,CENTRE DE COORDINATION OUARDIA
75,4,EL AFRANE
75,5,DJEBEL JELLOUD
75,6,PROTECTION CIVILE
75,7,SIDI FATHALLAH1
75,8,SIDI FATHALLAH2
75,9,SONED
75,10,KIOSQUE MOBIL BEN AROUS
75,11,CENTRE BEN AROUS
75,12,BATA
75,13,CROISEMENT YASMINET ROUTE MOURNEG
75,14,YASMINET CENTRE
75,15,JARDIN D'ENFANTS AMEN
75,16,CAFÉ YASMINET
75,17,SIDI MOSBAH
75,18,HOPITAL RÉGIONAL YESMINET
75,19,PONT OUED MILIYEN
75,20,FRIGO HADJ SALEH
75,21,BOUJERDGA 75 26A 37
75,22,PONT AUTOROUTE SUD
75,23,HUILERIE BAYREM
75,24,EL KHELIJ
75,25,EL BAHRI
75,26,GAN
75,27,PLACE 14 JANVIER (BOUMHEL)
75,28,AV DE L'ENVIRONNEMENT
75,29,TERMINUS 75 85
75 Retour,1,TERMINUS 75 85
75 Retour,2,AV DE L'ENVIRONNEMENT
75 Retour,3,PLACE 14 JANVIER (BOUMHEL)
75 Retour,4,GAN
75 Retour,5,EL BAHRI
75 Retour,6,EL KHELIJ
75 Retour,7,HUILERIE BAYREM
75 Retour,8,PONT AUTOROUTE SUD
75 Retour,9,"BOUJERDGA RETOUR 26, 75"
75 Retour,10,FRIGO HADJ SALEH
75 Retour,11,PONT OUED MILIYEN
75 Retour,12,HOPITAL RÉGIONAL YESMINET
75 Retour,13,SIDI MOSBAH
75 Retour,14,CAFÉ YASMINET
75 Retour,15,JARDIN D'ENFANTS AMEN
75 Retour,16,YASMINET CENTRE
75 Retour,17,USINE LOUKIL
75 Retour,18,BATA
75 Retour,19,CENTRE BEN AROUS
75 Retour,20,BNA BEN AROUS
75 Retour,21,KIOSQUE MOBIL BEN AROUS
75 Retour,22,SONED
75 Retour,23,SIDI FATHALLAH1
75 Retour,24,PROTECTION CIVILE
75 Retour,25,DJEBEL JELLOUD
75 Retour,26,EL AFRANE
75 Retour,27,CENTRE DE COORDINATION OUARDIA
75 Retour,28,DUBOSVILLE
75 Retour,29,BAB ALIOUA GP1
75 Retour,30,AVENUE DE LA GARE
75 Retour,31,STATION BARCELONE
82,1,STATION BARCELONE
82,2,DUBOSVILLE
82,3,CENTRE DE COORDINATION OUARDIA
82,4,EL AFRANE
82,5,DJEBEL JELLOUD GP1
82,6,GARE DJEBEL JELLOUD
82,7,STOA
82,8,SOFOMECA
82,9,CNSS
82,10,SIEFCOL
82,11,CENTRE DE FORMATION SNT
82,12,SOCIÉTÉ NOUR
82,13,LUSTRERIES
82,14,GOUVERNORAT DE BEN AROUS
82,15,MEDINA JADIDA 1
82,16,STADE RADES
82,17,USINE DE TOMATE
82,18,OUED MELIANE L(26A-B-82)
82,19,ONCV BORJ LOUZIR
82,20,GP1 KIOSQUE ESSO
82,21,COMPTOIR SFAXIEN
82,22,CTTM
82,23,BOULANGERIE ELALLGUA
82,24,JARDIN DÉENFANTS ELAMEL BOUMHAL
82,25,MOSQUÉE AMINE
82,26,KHLIGE BOUMHAL
82,27,HUILERIE BAYREM
82,28,PONT AUTOROUTE SUD
82 Retour,1,AV DE L'ENVIRONNEMENT
82 Retour,2,PLACE 14 JANVIER (BOUMHEL)
82 Retour,3,GAN
82 Retour,4,CAFÉ ELAHBEB
82 Retour,5,KHLIGE BOUMHAL
82 Retour,6,MOSQUÉE AMINE
82 Retour,7,JARDIN DÉENFANTS ELAMEL BOUMHAL
82 Retour,8,BOULANGERIE ELALLGUA
82 Retour,9,CTTM
82 Retour,10,COMPTOIR SFAXIEN
82 Retour,11,TERMINUS 75 85
82 Retour,12,GP1 KIOSQUE ESSO
82 Retour,13,ONCV BORJ LOUZIR
82 Retour,14,OUED MELIANE L(26A-B-82)
82 Retour,15,USINE DE TOMATE
82 Retour,16,STADE RADES
82 Retour,17,MEDINA JADIDA 1
82 Retour,18,LUSTRERIES
82 Retour,19,SOCIÉTÉ NOUR
82 Retour,20,CENTRE DE FORMATION SNT
82 Retour,21,SIEFCOL
82 Retour,22,CNSS
82 Retour,23,SOFOMECA
82 Retour,24,STOA
82 Retour,25,GARE DJEBEL JELLOUD
82 Retour,26,DJEBEL JELLOUD GP1
82 Retour,27,EL AFRANE
82 Retour,28,CENTRE DE COORDINATION OUARDIA
82 Retour,29,DUBOSVILLE
82 Retour,30,BAB ALIOUA GP1
82 Retour,31,AVENUE DE LA GARE
82 Retour,32,STATION BARCELONE
84,1,AEROLIA 1
84,2,MECAPROTEC AEROLIA
84,3,CITROEN
84,4,CENTRE DE FORMATION MGHIRA
84,5,ABATTOIR-ALLER
84,6,GARTEX-ALLER
84,7,CITÉ EL OUIFAK (GN)
84,8,FOUCHANA CENTRE
84,9,GARDE NATIONAL FOUCHANA
84,10,CITÉ ZITOUN
84,11,DISPENSAIRE
84,12,TERMINUS CITÉ ENNASSIM
84,13,SIÉGE DÉLÉGATION MHAMDIA
84,14,MHAMDIA CENTRE
84,15,CITÉ ESSAADA (MHAMDIA)
84,16,LYCÉE SECONDAIRE MHAMDIA
84,17,CITÉ TAYARI
84,18,CITÉ TRABELSI
84 Retour,1,CITÉ TRABELSI
84 Retour,2,CITÉ TAYARI
84 Retour,3,LYCÉE SECONDAIRE MHAMDIA
84 Retour,4,CITÉ ESSAADA (MHAMDIA)
84 Retour,5,MHAMDIA CENTRE
84 Retour,6,SIÉGE DÉLÉGATION MHAMDIA
84 Retour,7,TERMINUS CITÉ ENNASSIM
84 Retour,8,DISPENSAIRE
84 Retour,9,CITÉ ZITOUN
84 Retour,10,GARDE NATIONAL FOUCHANA
84 Retour,11,CITÉ EL OUIFAK (GN)
84 Retour,12,GARTEX-RETOUR
84 Retour,13,ABATTOIR-RETOUR
84 Retour,14,CENTRE DE FORMATION MGHIRA
84 Retour,15,PROMED TECH
84 Retour,16,GARDE NATIONAL Z.I MGHIRA
84 Retour,17,CITROEN
84 Retour,18,MECAPROTEC AEROLIA
84 Retour,19,AEROLIA 1
85,1,SEALATELEC TERMENUS85
85,2,BONTAZE
85,3,BTK
85,4,PROTECTION CIVILE
85,5,GARDE NATIONAL Z.I MGHIRA
85,6,PROMED TECH
85,7,CENTRE DE FORMATION MGHIRA
85,8,ABATTOIR-ALLER
85,9,GARTEX-ALLER
85,10,CITÉ EL OUIFAK (GN)
85,11,FOUCHANA CENTRE
85,12,ENTRÉE FOUCHANA
85,13,LYCÉE FOUCHANA
85,14,FERME GAMMOUDI
85,15,HUILERIE BEN SAIDAINE
85,16,BRIQUETERIE TUNISIENNE
85,17,MOSQUÉE RAHMA
85,18,DERBIGUM
85,19,CHEBEDDA 25 A
85,20,TUNISIE PORCELAINE
85,21,CENTRE DE FORMATION AGRICOLE NAASEN
85,22,LYCÉE NASSEN
85,23,PTT NAASSEN
85,24,NASSEN 1 L 85-SECTION
85,25,BOUJERDGA 75 26A 37
85,26,PONT AUTOROUTE SUD
85,27,HUILERIE BAYREM
85,28,EL KHELIJ
85,29,EL BAHRI
85,30,GAN
85,31,PLACE 14 JANVIER (BOUMHEL)
85,32,AV DE L'ENVIRONNEMENT
85,33,TERMINUS 75 85
85 Retour,1,SEALATELEC TERMENUS85
85 Retour,2,AV DE L'ENVIRONNEMENT
85 Retour,3,PLACE 14 JANVIER (BOUMHEL)
85 Retour,4,GAN
85 Retour,5,EL BAHRI
85 Retour,6,EL KHELIJ
85 Retour,7,HUILERIE BAYREM
85 Retour,8,PONT AUTOROUTE SUD
85 Retour,9,BOUJERDGA 75 26A 37
85 Retour,10,NASSEN 1 L 85-SECTION
85 Retour,11,PTT NAASSEN
85 Retour,12,LYCÉE NASSEN
85 Retour,13,CENTRE DE FORMATION AGRICOLE NAASEN
85 Retour,14,TUNISIE PORCELAINE
85 Retour,15,CHEBEDDA 25 A
85 Retour,16,DERBIGUM
85 Retour,17,MOSQUÉE RAHMA
85 Retour,18,BRIQUETERIE TUNISIENNE
85 Retour,19,HUILERIE BEN SAIDAINE
85 Retour,20,FERME GAMMOUDI
85 Retour,21,LYCÉE FOUCHANA
85 Retour,22,ENTRÉE FOUCHANA
85 Retour,23,CITÉ EL OUIFAK (GN)
85 Retour,24,GARTEX-ALLER
85 Retour,25,ABATTOIR-ALLER
85 Retour,26,CENTRE DE FORMATION MGHIRA
85 Retour,27,PROMED TECH
85 Retour,28,GARDE NATIONAL Z.I MGHIRA
85 Retour,29,PROTECTION CIVILE
85 Retour,30,BTK
85 Retour,31,BONTAZE
85 Retour,32,BIOPROTECTION
85 Retour,33,TERMINUS 75 85
86,1,RABATTEMENT MOUROUJ 2
86,2,LE SOUK DES VOITURES
86,3,CROISEMENT MOUROUJ 2 L24
86,4,FERAILLE 1
86,5,FERAILLE 2
86,6,FERME LOUKIL
86,7,ZONE INDUSTRIELLE
86,8,AMEN BANQUE
86,9,PROTECTION CIVILE
86,10,GARDE NATIONAL Z.I MGHIRA
86,11,CITROEN
86,12,AEROLIA 1
86,13,MECAPROTEC AEROLIA
86,14,AEROLIA TERMINUS
86 Retour,1,AEROLIA TERMINUS
86 Retour,2,AEROLIA 1
86 Retour,3,MECAPROTEC AEROLIA
86 Retour,4,CITROEN
86 Retour,5,PROMED TECH
86 Retour,6,GARDE NATIONAL Z.I MGHIRA
86 Retour,7,PROTECTION CIVILE
86 Retour,8,AMEN BANQUE
86 Retour,9,ZONE INDUSTRIELLE
86 Retour,10,FERME LOUKIL
86 Retour,11,FERAILLE 2
86 Retour,12,FERAILLE 1
86 Retour,13,CROISEMENT MOUROUJ 2 L24
86 Retour,14,LE SOUK DES VOITURES
86 Retour,15,RABATTEMENT MOUROUJ 2
714,1,STATION BARCELONE
714,2,DUBOSVILLE
714,3,CENTRE DE COORDINATION OUARDIA
714,4,EL AFRANE
714,5,DJEBEL JELLOUD GP1
714,6,GARE DJEBEL JELLOUD
714,7,STOA
714,8,SOFOMECA
714,9,CNSS
714,10,SIEFCOL
714,11,CENTRE DE FORMATION SNT
714,12,SOCIÉTÉ NOUR
714,13,LUSTRERIES
714,14,GOUVERNORAT DE BEN AROUS
714,15,CITE SPROLS
714,16,MEDINA JADIDA 1
714,17,PISCINE OLYMPIQUE RADES
714,18,STADE D'ATHLÉTISME DE RADÉS
714,19,CITE OLYMPIQUE RADES
714 Retour,1,CITE OLYMPIQUE RADES
714 Retour,2,STADE D'ATHLÉTISME DE RADÉS
714 Retour,3,PISCINE OLYMPIQUE RADES
714 Retour,4,MEDINA JADIDA 1
714 Retour,5,LUSTRERIES
714 Retour,6,SOCIÉTÉ NOUR
714 Retour,7,CENTRE DE FORMATION SNT
714 Retour,8,SIEFCOL
714 Retour,9,CNSS
714 Retour,10,SOFOMECA
714 Retour,11,STOA
714 Retour,12,GARE DJEBEL JELLOUD
714 Retour,13,DJEBEL JELLOUD GP1
714 Retour,14,EL AFRANE
714 Retour,15,CENTRE DE COORDINATION OUARDIA
714 Retour,16,DUBOSVILLE
714 Retour,17,BAB ALIOUA GP1
714 Retour,18,AVENUE DE LA GARE
3710,1,MARCHÉ DE GROS
3710,2,CROISEMENT MARCHÉ DE GROS
3710,3,MOUROUJ 4 L(3710-54)
3710,4,FOYER UNIVERSITAIRE MOUROUJ 3
3710,5,JARDIN D'ENFANTS MOUROUJ 3
3710,6,EL MOUROUJ 3
3710,7,MEUBLATEX
3710,8,MIAMI MOUROUJ
3710,9,DÉLÉGATION MOUROUJ 1
3710,10,INSTITUT ENNOUR
3710,11,CELLULOSE (SILOS)
3710,12,CENTRE DES HANDICAPÉS
3710,13,ARRÉT JARDIN D'ENFANTS
3710,14,MOSQUÉE 3710
3710,15,BATA
3710,16,CROISEMENT YASMINET
3710,17,CAFÉ MHEDHBI
3710,18,CITÉ RTT BEN AROUS
3710,19,SIPHAT
3710,20,CHOUCHET RADES
3710,21,IMPRIMERIE OFFICIELLE
3710,22,STADE MUNICIPALE
3710,23,LYCÉE TECHNIQUE RADES
3710,24,MONGIL
3710,25,CENTRE RADES
3710,26,PTT RADES
3710,27,AVENUE DE LA RÉPUBLIQUE 1
3710,28,AVENUE DE LA RÉPUBLIQUE 2
3710,29,BIR ETTARRAZ
3710,30,NOUBOU
3710,31,ELOULIJA
3710,32,BORJ LOUZIR (BEN AROUS)
3710,33,CITÉ 18 JANVIER
